mean:auc_infected_fraction,sd:auc_infected_fraction,mean:peak_infected_fraction,sd:peak_infected_fraction,mean:time_to_peak_infected_fraction,sd:time_to_peak_infected_fraction,mean:initial_growth_ratio,sd:initial_growth_ratio,mean:peak_rewire_count,sd:peak_rewire_count,mean:time_to_peak_rewire_count,sd:time_to_peak_rewire_count,mean:total_rewire_count,sd:total_rewire_count,mean:mean_degree,sd:mean_degree,mean:sd_degree,sd:sd_degree,mean:rewire_to_infection_ratio,sd:rewire_to_infection_ratio,mean:lag_peak,sd:lag_peak
11.399,0.867454,0.657125,0.0421291,8.75,1.17792,2.32,0.532541,98.125,10.0826,5.5,1.26491,545.15,38.1389,10.0172,0.316907,3.21015,0.189637,867.961,100.768,3.25,0.829156
